episode,reward
8191105,3.955
8220969,3.96
8250791,3.355
8280643,3.9
8310497,4.42
8340357,3.925
8370186,4.395
8399978,3.92
8429792,4.39
8459582,3.855
8489373,4.885
8519214,3.915
8549015,4.45
8578815,3.885
8608690,3.945
8638503,3.41
8668341,3.955
8698173,4.87
8732789,31.19
8787398,32.505
8842453,27.285
8898342,26.395
8953766,25.09
9007273,21.465
9058319,17.335
9108532,18.005
9157684,20.025
9207178,19.02
9257010,18.35
9305456,20.115
9354148,22.95
9402603,18.185
9449933,20.805
9496171,21.375
9543450,19.57
9590904,19.16
9637357,18.055
9683834,18.395
9730949,23.085
9778822,21.585
